                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    151,                 2.2235,                 2.9487,                 1.5956,                0.18621,                0.14665,                0.08805,                0.03681,                 2.3922,                 3.2596,                 1.7625,               0.000505,               0.000505,               0.000505
                    152,                  2.217,                 2.9399,                 1.5938,                0.18517,                0.14829,                0.08815,                0.03687,                 2.3924,                 3.2576,                 1.7622,              0.0005017,              0.0005017,              0.0005017
                    153,                 2.2219,                 2.9386,                 1.5917,                0.18529,                0.14656,                0.08804,                0.03676,                 2.3924,                 3.2579,                 1.7614,              0.0004984,              0.0004984,              0.0004984
                    154,                 2.2165,                 2.9333,                 1.5988,                0.18263,                0.14871,                 0.0882,                 0.0367,                 2.3921,                  3.257,                  1.761,              0.0004951,              0.0004951,              0.0004951
                    155,                 2.2197,                 2.9341,                 1.5961,                 0.1821,                0.14948,                0.08858,                 0.0368,                 2.3921,                 3.2563,                  1.761,              0.0004918,              0.0004918,              0.0004918
                    156,                 2.2177,                 2.9319,                 1.5969,                0.18118,                0.14942,                0.08876,                0.03676,                 2.3912,                 3.2547,                 1.7605,              0.0004885,              0.0004885,              0.0004885
                    157,                 2.2136,                 2.9226,                 1.5942,                0.18218,                0.14969,                0.08891,                0.03699,                 2.3908,                 3.2535,                 1.7605,              0.0004852,              0.0004852,              0.0004852
                    158,                 2.2144,                 2.9204,                 1.5909,                0.18418,                0.14921,                0.08943,                0.03707,                 2.3904,                 3.2533,                 1.7598,              0.0004819,              0.0004819,              0.0004819
                    159,                 2.2143,                 2.9251,                 1.5943,                 0.1814,                0.14984,                0.09027,                0.03721,                 2.3905,                 3.2545,                 1.7599,              0.0004786,              0.0004786,              0.0004786
                    160,                  2.212,                 2.9306,                 1.5943,                0.18093,                0.15057,                0.09044,                0.03721,                 2.3903,                 3.2531,                 1.7596,              0.0004753,              0.0004753,              0.0004753
                    161,                 2.2138,                 2.9198,                 1.5884,                0.18447,                0.15006,                0.09087,                0.03751,                 2.3901,                 3.2521,                 1.7586,               0.000472,               0.000472,               0.000472
                    162,                 2.2063,                  2.911,                 1.5903,                0.18549,                0.15056,                 0.0908,                0.03757,                 2.3909,                 3.2518,                 1.7591,              0.0004687,              0.0004687,              0.0004687
                    163,                 2.2137,                 2.9198,                 1.5918,                0.18638,                0.14901,                0.09107,                0.03759,                 2.3909,                 3.2513,                 1.7593,              0.0004654,              0.0004654,              0.0004654
                    164,                 2.2174,                 2.9147,                 1.5886,                0.18672,                0.14964,                0.09123,                 0.0375,                 2.3913,                 3.2511,                 1.7594,              0.0004621,              0.0004621,              0.0004621
                    165,                 2.2094,                 2.9158,                 1.5905,                0.18881,                0.14893,                0.09121,                0.03755,                 2.3909,                 3.2498,                 1.7584,              0.0004588,              0.0004588,              0.0004588
                    166,                 2.2058,                 2.9036,                 1.5845,                0.18902,                0.14928,                0.09165,                 0.0378,                 2.3919,                 3.2491,                 1.7586,              0.0004555,              0.0004555,              0.0004555
                    167,                 2.2066,                 2.9053,                 1.5879,                0.18679,                0.14971,                0.09122,                0.03796,                  2.392,                 3.2492,                 1.7582,              0.0004522,              0.0004522,              0.0004522
                    168,                 2.2061,                 2.9014,                 1.5788,                0.19199,                0.15053,                0.09188,                0.03795,                 2.3922,                 3.2495,                 1.7571,              0.0004489,              0.0004489,              0.0004489
                    169,                 2.2073,                    2.9,                 1.5834,                0.19402,                0.14939,                0.09183,                0.03801,                 2.3923,                 3.2486,                 1.7569,              0.0004456,              0.0004456,              0.0004456
                    170,                 2.2094,                  2.898,                 1.5797,                 0.1925,                0.15031,                0.09184,                0.03796,                  2.392,                  3.248,                 1.7564,              0.0004423,              0.0004423,              0.0004423
                    171,                 2.2073,                 2.8987,                 1.5816,                0.19026,                0.15212,                0.09216,                0.03803,                  2.393,                 3.2492,                 1.7562,               0.000439,               0.000439,               0.000439
                    172,                 2.2061,                  2.896,                 1.5783,                0.18861,                0.15143,                0.09139,                0.03813,                 2.3931,                 3.2481,                 1.7559,              0.0004357,              0.0004357,              0.0004357
                    173,                 2.2039,                 2.8979,                 1.5778,                0.18726,                0.15024,                0.09145,                0.03787,                 2.3922,                 3.2472,                 1.7553,              0.0004324,              0.0004324,              0.0004324
                    174,                  2.198,                  2.884,                 1.5759,                0.19023,                0.14875,                0.09214,                0.03772,                 2.3916,                 3.2471,                 1.7549,              0.0004291,              0.0004291,              0.0004291
                    175,                 2.2011,                 2.8881,                 1.5844,                0.19062,                0.15209,                0.09225,                 0.0379,                 2.3919,                 3.2468,                 1.7554,              0.0004258,              0.0004258,              0.0004258
                    176,                 2.2079,                 2.8873,                 1.5801,                0.19147,                0.15183,                0.09257,                0.03781,                 2.3921,                 3.2458,                 1.7557,              0.0004225,              0.0004225,              0.0004225
                    177,                 2.2037,                 2.8804,                  1.581,                0.19052,                0.15003,                0.09235,                0.03795,                 2.3924,                 3.2449,                  1.756,              0.0004192,              0.0004192,              0.0004192
                    178,                 2.2052,                  2.878,                 1.5831,                0.18508,                0.14929,                0.09231,                0.03789,                 2.3934,                 3.2443,                 1.7564,              0.0004159,              0.0004159,              0.0004159
                    179,                 2.1989,                 2.8759,                 1.5788,                0.18564,                0.14899,                0.09261,                0.03795,                 2.3931,                 3.2438,                 1.7562,              0.0004126,              0.0004126,              0.0004126
                    180,                 2.2024,                 2.8817,                 1.5835,                0.18689,                0.14858,                0.09249,                0.03785,                 2.3935,                 3.2431,                  1.757,              0.0004093,              0.0004093,              0.0004093
                    181,                 2.2043,                 2.8857,                 1.5798,                0.18667,                0.14955,                0.09289,                 0.0378,                 2.3931,                 3.2424,                 1.7569,               0.000406,               0.000406,               0.000406
                    182,                 2.1998,                 2.8688,                 1.5763,                0.18608,                0.14996,                0.09357,                0.03817,                 2.3934,                 3.2414,                  1.757,              0.0004027,              0.0004027,              0.0004027
                    183,                 2.1992,                 2.8721,                 1.5768,                0.18186,                0.15198,                0.09317,                 0.0383,                 2.3934,                 3.2406,                 1.7572,              0.0003994,              0.0003994,              0.0003994
                    184,                  2.188,                 2.8674,                 1.5741,                0.18051,                0.15271,                  0.093,                0.03837,                 2.3933,                 3.2396,                 1.7567,              0.0003961,              0.0003961,              0.0003961
                    185,                 2.1964,                 2.8769,                 1.5761,                0.18797,                0.15122,                0.09361,                0.03856,                 2.3933,                 3.2384,                 1.7555,              0.0003928,              0.0003928,              0.0003928
                    186,                 2.1944,                 2.8651,                 1.5739,                0.19187,                0.15083,                0.09503,                0.03862,                 2.3932,                 3.2372,                 1.7556,              0.0003895,              0.0003895,              0.0003895
                    187,                 2.1951,                 2.8636,                 1.5745,                0.19248,                0.15214,                0.09462,                 0.0387,                 2.3932,                 3.2365,                 1.7555,              0.0003862,              0.0003862,              0.0003862
                    188,                 2.1957,                 2.8601,                 1.5761,                0.18786,                0.15289,                0.09463,                0.03865,                 2.3929,                 3.2372,                 1.7556,              0.0003829,              0.0003829,              0.0003829
                    189,                 2.1911,                 2.8697,                 1.5734,                0.18661,                0.15196,                0.09486,                0.03865,                 2.3932,                 3.2364,                 1.7553,              0.0003796,              0.0003796,              0.0003796
                    190,                 2.1913,                 2.8589,                 1.5688,                0.18594,                0.15191,                 0.0951,                0.03858,                 2.3933,                 3.2364,                 1.7555,              0.0003763,              0.0003763,              0.0003763
                    191,                 2.1903,                 2.8555,                 1.5667,                0.18637,                0.15236,                0.09503,                0.03864,                 2.3946,                 3.2356,                 1.7553,               0.000373,               0.000373,               0.000373
                    192,                 2.1919,                 2.8623,                 1.5647,                 0.1911,                0.15237,                0.09636,                0.03907,                 2.3956,                 3.2351,                 1.7555,              0.0003697,              0.0003697,              0.0003697
                    193,                 2.1832,                 2.8455,                 1.5669,                0.19041,                0.15295,                0.09616,                0.03899,                 2.3949,                 3.2355,                 1.7552,              0.0003664,              0.0003664,              0.0003664
                    194,                  2.191,                 2.8545,                 1.5721,                0.19201,                0.15192,                0.09645,                0.03905,                 2.3947,                 3.2353,                  1.755,              0.0003631,              0.0003631,              0.0003631
                    195,                 2.1882,                  2.845,                 1.5671,                0.18971,                0.15211,                0.09651,                0.03939,                 2.3948,                 3.2358,                 1.7555,              0.0003598,              0.0003598,              0.0003598
                    196,                 2.1843,                 2.8481,                 1.5653,                0.18625,                0.15128,                0.09608,                0.03934,                 2.3956,                 3.2375,                 1.7559,              0.0003565,              0.0003565,              0.0003565
                    197,                 2.1851,                  2.841,                 1.5635,                0.18516,                0.15014,                0.09558,                0.03928,                 2.3964,                  3.237,                 1.7564,              0.0003532,              0.0003532,              0.0003532
                    198,                 2.1861,                 2.8438,                 1.5653,                0.18542,                0.15042,                0.09578,                0.03936,                 2.3975,                 3.2367,                 1.7569,              0.0003499,              0.0003499,              0.0003499
                    199,                 2.1801,                 2.8381,                 1.5642,                0.18592,                0.15126,                0.09566,                0.03955,                 2.3985,                 3.2361,                 1.7574,              0.0003466,              0.0003466,              0.0003466
                    200,                 2.1874,                 2.8459,                 1.5651,                0.18809,                0.15237,                0.09616,                0.03959,                 2.3996,                 3.2354,                 1.7581,              0.0003433,              0.0003433,              0.0003433
                    201,                 2.1895,                 2.8407,                 1.5675,                0.18188,                0.15328,                0.09536,                0.03961,                 2.4002,                 3.2345,                 1.7587,                0.00034,                0.00034,                0.00034
                    202,                 2.1781,                 2.8293,                  1.567,                0.18345,                  0.153,                0.09586,                0.03965,                 2.4007,                  3.234,                 1.7589,              0.0003367,              0.0003367,              0.0003367
                    203,                 2.1847,                 2.8329,                 1.5661,                0.18818,                0.15418,                0.09559,                0.03967,                 2.4007,                 3.2328,                 1.7591,              0.0003334,              0.0003334,              0.0003334
                    204,                 2.1833,                  2.829,                 1.5661,                0.18869,                0.15396,                 0.0962,                0.03995,                 2.4009,                 3.2311,                 1.7595,              0.0003301,              0.0003301,              0.0003301
                    205,                 2.1755,                 2.8294,                 1.5643,                0.18831,                0.15472,                0.09633,                0.03998,                 2.4007,                 3.2299,                 1.7599,              0.0003268,              0.0003268,              0.0003268
                    206,                 2.1766,                 2.8229,                 1.5621,                0.19185,                0.15436,                0.09634,                0.04006,                 2.4006,                 3.2296,                 1.7601,              0.0003235,              0.0003235,              0.0003235
                    207,                 2.1812,                 2.8224,                 1.5649,                0.19096,                0.15454,                0.09692,                0.04023,                 2.4014,                 3.2298,                 1.7608,              0.0003202,              0.0003202,              0.0003202
                    208,                 2.1783,                 2.8257,                 1.5635,                0.18883,                0.15542,                0.09675,                0.04021,                 2.4021,                 3.2302,                 1.7604,              0.0003169,              0.0003169,              0.0003169
                    209,                 2.1774,                 2.8211,                 1.5646,                0.18722,                0.15604,                0.09695,                0.04022,                 2.4028,                 3.2306,                 1.7608,              0.0003136,              0.0003136,              0.0003136
                    210,                 2.1731,                 2.8141,                  1.556,                0.19015,                0.15607,                0.09744,                0.04041,                 2.4023,                 3.2295,                 1.7599,              0.0003103,              0.0003103,              0.0003103
                    211,                 2.1812,                 2.8201,                  1.562,                0.18904,                0.15474,                0.09746,                0.04031,                 2.4022,                 3.2289,                 1.7596,               0.000307,               0.000307,               0.000307
                    212,                  2.177,                 2.8207,                 1.5589,                0.18822,                 0.1588,                0.09794,                0.04025,                 2.4026,                 3.2289,                  1.759,              0.0003037,              0.0003037,              0.0003037
                    213,                 2.1695,                 2.8148,                 1.5629,                0.18629,                0.15843,                 0.0982,                0.04045,                 2.4027,                 3.2273,                 1.7586,              0.0003004,              0.0003004,              0.0003004
                    214,                 2.1735,                 2.8095,                 1.5568,                0.18872,                0.15983,                0.09797,                0.04018,                 2.4025,                 3.2269,                  1.758,              0.0002971,              0.0002971,              0.0002971
                    215,                 2.1733,                 2.8018,                 1.5561,                0.18726,                0.16023,                0.09785,                0.04027,                 2.4026,                  3.226,                  1.758,              0.0002938,              0.0002938,              0.0002938
                    216,                 2.1658,                 2.7998,                 1.5529,                0.18811,                0.15932,                0.09779,                0.04028,                 2.4033,                 3.2268,                 1.7576,              0.0002905,              0.0002905,              0.0002905
                    217,                 2.1668,                 2.7987,                 1.5518,                0.18905,                0.15706,                0.09787,                 0.0404,                 2.4039,                 3.2261,                 1.7575,              0.0002872,              0.0002872,              0.0002872
                    218,                 2.1656,                 2.7968,                 1.5563,                0.19145,                0.15523,                0.09792,                0.04053,                 2.4041,                 3.2256,                 1.7576,              0.0002839,              0.0002839,              0.0002839
                    219,                 2.1705,                 2.8062,                 1.5573,                0.18991,                0.15611,                0.09781,                 0.0404,                 2.4047,                 3.2245,                 1.7575,              0.0002806,              0.0002806,              0.0002806
                    220,                 2.1658,                 2.7959,                 1.5489,                0.18632,                0.15636,                0.09759,                0.04032,                 2.4049,                  3.225,                 1.7577,              0.0002773,              0.0002773,              0.0002773
                    221,                 2.1648,                  2.789,                  1.553,                0.18441,                0.15674,                0.09703,                0.04027,                 2.4052,                  3.226,                 1.7575,               0.000274,               0.000274,               0.000274
                    222,                 2.1631,                 2.7916,                 1.5534,                0.18661,                0.15632,                0.09811,                 0.0403,                 2.4049,                 3.2262,                 1.7577,              0.0002707,              0.0002707,              0.0002707
                    223,                 2.1647,                 2.7846,                  1.552,                0.18853,                0.15505,                 0.0978,                0.04025,                 2.4056,                 3.2266,                 1.7581,              0.0002674,              0.0002674,              0.0002674
                    224,                 2.1626,                 2.7824,                 1.5545,                 0.1881,                0.15549,                0.09746,                0.04012,                 2.4061,                 3.2268,                 1.7582,              0.0002641,              0.0002641,              0.0002641
                    225,                 2.1597,                  2.775,                 1.5482,                0.18209,                0.15582,                0.09701,                0.03997,                 2.4067,                 3.2271,                 1.7586,              0.0002608,              0.0002608,              0.0002608
                    226,                 2.1625,                 2.7791,                 1.5549,                0.17723,                0.15498,                0.09664,                0.03998,                  2.407,                 3.2274,                 1.7591,              0.0002575,              0.0002575,              0.0002575
                    227,                 2.1619,                  2.779,                   1.55,                0.18056,                0.15499,                0.09731,                   0.04,                 2.4078,                 3.2289,                 1.7594,              0.0002542,              0.0002542,              0.0002542
                    228,                 2.1612,                 2.7794,                  1.552,                0.18169,                0.15532,                0.09725,                   0.04,                 2.4081,                 3.2294,                 1.7602,              0.0002509,              0.0002509,              0.0002509
                    229,                 2.1568,                 2.7661,                 1.5477,                0.18469,                  0.156,                0.09761,                 0.0401,                 2.4099,                   3.23,                 1.7613,              0.0002476,              0.0002476,              0.0002476
                    230,                 2.1587,                 2.7674,                 1.5479,                0.18671,                 0.1565,                0.09809,                0.04016,                 2.4113,                 3.2296,                 1.7621,              0.0002443,              0.0002443,              0.0002443
                    231,                 2.1588,                 2.7672,                 1.5491,                0.18724,                0.15676,                0.09829,                0.04025,                 2.4112,                 3.2298,                 1.7623,               0.000241,               0.000241,               0.000241
                    232,                 2.1533,                 2.7665,                 1.5474,                0.18624,                0.15813,                0.09802,                0.04008,                 2.4123,                 3.2303,                 1.7631,              0.0002377,              0.0002377,              0.0002377
                    233,                 2.1535,                 2.7571,                 1.5437,                0.18614,                0.15871,                  0.098,                0.04018,                 2.4131,                 3.2291,                 1.7641,              0.0002344,              0.0002344,              0.0002344
                    234,                 2.1521,                 2.7639,                 1.5424,                0.18358,                0.16011,                0.09785,                 0.0401,                 2.4134,                 3.2291,                 1.7635,              0.0002311,              0.0002311,              0.0002311
                    235,                 2.1545,                 2.7622,                 1.5457,                0.18319,                0.15732,                0.09799,                0.04009,                 2.4135,                 3.2296,                 1.7631,              0.0002278,              0.0002278,              0.0002278
                    236,                  2.153,                 2.7571,                 1.5451,                0.18525,                0.15598,                0.09822,                0.04033,                 2.4137,                 3.2297,                 1.7631,              0.0002245,              0.0002245,              0.0002245
                    237,                 2.1496,                 2.7587,                 1.5438,                 0.1785,                0.15721,                0.09836,                0.04019,                 2.4141,                 3.2283,                 1.7634,              0.0002212,              0.0002212,              0.0002212
                    238,                 2.1528,                 2.7558,                 1.5448,                0.18059,                0.15702,                0.09907,                0.04023,                 2.4141,                 3.2273,                 1.7636,              0.0002179,              0.0002179,              0.0002179
                    239,                   2.15,                 2.7595,                 1.5404,                0.17935,                0.15777,                0.09847,                0.04014,                 2.4147,                 3.2271,                 1.7637,              0.0002146,              0.0002146,              0.0002146
                    240,                 2.1458,                 2.7473,                 1.5399,                 0.1806,                0.15717,                0.09856,                0.04012,                 2.4152,                 3.2258,                 1.7639,              0.0002113,              0.0002113,              0.0002113
                    241,                 2.1507,                 2.7554,                 1.5382,                0.18004,                0.15768,                0.09826,                0.04017,                 2.4166,                 3.2262,                 1.7644,               0.000208,               0.000208,               0.000208
                    242,                 2.1431,                 2.7443,                 1.5408,                0.18289,                0.15761,                0.09777,                0.04017,                 2.4172,                 3.2264,                 1.7643,              0.0002047,              0.0002047,              0.0002047
                    243,                 2.1436,                 2.7366,                 1.5388,                0.18585,                0.15904,                0.09779,                0.04018,                  2.419,                 3.2268,                 1.7648,              0.0002014,              0.0002014,              0.0002014
                    244,                 2.1384,                 2.7321,                 1.5362,                0.18324,                0.15822,                0.09765,                 0.0401,                 2.4202,                  3.226,                 1.7659,              0.0001981,              0.0001981,              0.0001981
                    245,                 2.1358,                 2.7316,                 1.5353,                0.18532,                 0.1582,                0.09849,                0.04031,                 2.4204,                 3.2253,                 1.7661,              0.0001948,              0.0001948,              0.0001948
                    246,                 2.1378,                 2.7315,                 1.5352,                0.18691,                0.15853,                0.09874,                0.04044,                 2.4204,                  3.225,                 1.7662,              0.0001915,              0.0001915,              0.0001915
                    247,                 2.1377,                 2.7306,                 1.5354,                0.18741,                0.15864,                0.09924,                0.04069,                 2.4203,                 3.2253,                  1.766,              0.0001882,              0.0001882,              0.0001882
                    248,                 2.1399,                 2.7233,                 1.5316,                0.18905,                0.15883,                0.09991,                0.04086,                 2.4201,                 3.2247,                 1.7657,              0.0001849,              0.0001849,              0.0001849
                    249,                 2.1397,                 2.7253,                  1.534,                0.19019,                0.15633,                0.09985,                0.04093,                   2.42,                 3.2246,                  1.766,              0.0001816,              0.0001816,              0.0001816
                    250,                 2.1354,                 2.7277,                 1.5346,                 0.1925,                0.15728,                0.09974,                0.04076,                   2.42,                 3.2247,                 1.7662,              0.0001783,              0.0001783,              0.0001783
                    251,                 2.1375,                 2.7231,                 1.5362,                0.19588,                0.15803,                0.10036,                0.04098,                 2.4196,                 3.2251,                 1.7664,               0.000175,               0.000175,               0.000175
                    252,                 2.1299,                  2.714,                 1.5335,                0.19421,                0.15915,                 0.0998,                0.04076,                 2.4205,                 3.2257,                  1.767,              0.0001717,              0.0001717,              0.0001717
                    253,                 2.1322,                 2.7197,                 1.5284,                 0.1913,                0.15987,                0.10022,                0.04088,                 2.4215,                  3.226,                 1.7669,              0.0001684,              0.0001684,              0.0001684
                    254,                 2.1319,                 2.7149,                  1.528,                0.19169,                 0.1615,                0.10019,                0.04094,                 2.4234,                 3.2258,                 1.7674,              0.0001651,              0.0001651,              0.0001651
                    255,                 2.1294,                 2.7023,                 1.5279,                0.18794,                0.16218,                0.09984,                0.04079,                 2.4253,                 3.2261,                 1.7683,              0.0001618,              0.0001618,              0.0001618
                    256,                  2.126,                 2.7022,                  1.527,                0.18912,                0.16006,                0.09892,                0.04073,                 2.4264,                 3.2279,                 1.7686,              0.0001585,              0.0001585,              0.0001585
                    257,                 2.1304,                 2.7145,                 1.5325,                0.18724,                0.15847,                0.09896,                0.04074,                 2.4269,                 3.2288,                 1.7692,              0.0001552,              0.0001552,              0.0001552
                    258,                 2.1254,                 2.6956,                 1.5262,                0.18603,                0.15606,                0.09865,                 0.0407,                 2.4271,                 3.2294,                 1.7687,              0.0001519,              0.0001519,              0.0001519
                    259,                 2.1285,                 2.7056,                  1.532,                0.18745,                0.15657,                0.09852,                0.04059,                  2.428,                  3.229,                 1.7692,              0.0001486,              0.0001486,              0.0001486
                    260,                 2.1226,                 2.6892,                 1.5268,                0.18553,                0.15709,                0.09868,                0.04045,                 2.4284,                 3.2299,                 1.7697,              0.0001453,              0.0001453,              0.0001453
                    261,                 2.1203,                  2.685,                 1.5217,                0.18846,                0.15667,                0.09859,                0.04057,                 2.4293,                 3.2283,                 1.7698,               0.000142,               0.000142,               0.000142
                    262,                  2.124,                 2.6881,                 1.5213,                 0.1843,                0.15755,                0.09867,                0.04062,                 2.4297,                 3.2279,                 1.7705,              0.0001387,              0.0001387,              0.0001387
                    263,                 2.1244,                 2.6842,                  1.525,                0.18683,                0.15724,                0.09948,                0.04064,                 2.4302,                 3.2271,                  1.771,              0.0001354,              0.0001354,              0.0001354
                    264,                 2.1232,                 2.6833,                 1.5266,                 0.1874,                0.15739,                0.09964,                0.04076,                 2.4311,                 3.2271,                 1.7715,              0.0001321,              0.0001321,              0.0001321
                    265,                 2.1145,                 2.6715,                 1.5182,                0.18781,                0.15732,                0.10039,                0.04071,                 2.4327,                 3.2275,                 1.7718,              0.0001288,              0.0001288,              0.0001288
                    266,                 2.1168,                 2.6756,                 1.5183,                0.18924,                0.15866,                0.10037,                0.04073,                 2.4334,                 3.2273,                 1.7721,              0.0001255,              0.0001255,              0.0001255
                    267,                 2.1155,                 2.6686,                 1.5162,                0.18926,                0.15887,                0.09975,                0.04059,                 2.4344,                 3.2283,                 1.7722,              0.0001222,              0.0001222,              0.0001222
                    268,                 2.1185,                 2.6769,                 1.5209,                 0.1883,                0.15989,                0.09969,                0.04051,                 2.4354,                 3.2277,                 1.7731,              0.0001189,              0.0001189,              0.0001189
                    269,                 2.1153,                 2.6686,                 1.5168,                0.18929,                0.15946,                0.09974,                0.04055,                 2.4357,                  3.228,                  1.773,              0.0001156,              0.0001156,              0.0001156
                    270,                  2.114,                 2.6612,                 1.5176,                0.18606,                0.15902,                0.09965,                0.04035,                 2.4355,                 3.2277,                 1.7733,              0.0001123,              0.0001123,              0.0001123
                    271,                 2.1051,                 2.6615,                 1.5126,                0.18867,                0.15796,                 0.0996,                0.04048,                 2.4365,                 3.2274,                 1.7738,               0.000109,               0.000109,               0.000109
                    272,                 2.1097,                 2.6584,                 1.5174,                0.18923,                 0.1579,                    0.1,                 0.0405,                 2.4376,                 3.2291,                 1.7746,              0.0001057,              0.0001057,              0.0001057
                    273,                 2.1092,                 2.6539,                 1.5147,                0.19145,                0.15845,                0.09976,                0.04044,                 2.4387,                 3.2297,                 1.7753,              0.0001024,              0.0001024,              0.0001024
                    274,                 2.1036,                  2.647,                 1.5128,                0.19003,                0.15852,                0.09996,                0.04054,                 2.4393,                  3.231,                 1.7755,               9.91e-05,               9.91e-05,               9.91e-05
                    275,                 2.1078,                  2.649,                 1.5159,                0.18947,                0.15998,                0.09984,                0.04029,                 2.4396,                 3.2319,                 1.7764,               9.58e-05,               9.58e-05,               9.58e-05
                    276,                 2.1004,                 2.6377,                 1.5078,                0.18846,                0.15957,                0.09992,                0.04027,                 2.4394,                 3.2325,                 1.7762,               9.25e-05,               9.25e-05,               9.25e-05
                    277,                 2.1065,                 2.6515,                 1.5139,                0.18726,                0.15979,                0.09968,                0.04025,                 2.4402,                 3.2323,                 1.7767,               8.92e-05,               8.92e-05,               8.92e-05
                    278,                 2.1007,                 2.6365,                 1.5117,                0.18444,                0.16034,                0.09931,                0.04021,                 2.4406,                 3.2351,                 1.7768,               8.59e-05,               8.59e-05,               8.59e-05
                    279,                  2.099,                 2.6283,                  1.508,                0.18543,                0.16207,                0.09916,                 0.0401,                 2.4413,                 3.2359,                 1.7773,               8.26e-05,               8.26e-05,               8.26e-05
                    280,                 2.0981,                 2.6394,                 1.5119,                0.18478,                0.16316,                0.09871,                0.03999,                 2.4419,                 3.2355,                  1.778,               7.93e-05,               7.93e-05,               7.93e-05
                    281,                 2.0972,                 2.6324,                 1.5071,                0.18466,                 0.1624,                0.09914,                0.04001,                 2.4429,                 3.2365,                 1.7789,                7.6e-05,                7.6e-05,                7.6e-05
                    282,                 2.0971,                 2.6326,                 1.5081,                  0.184,                0.16271,                0.09889,                0.03996,                 2.4435,                  3.236,                 1.7787,               7.27e-05,               7.27e-05,               7.27e-05
                    283,                 2.0898,                   2.62,                 1.5054,                 0.1828,                0.16187,                0.09858,                0.03979,                 2.4447,                  3.237,                 1.7791,               6.94e-05,               6.94e-05,               6.94e-05
                    284,                 2.0977,                 2.6242,                 1.5078,                0.18407,                 0.1612,                0.09886,                 0.0398,                 2.4456,                 3.2375,                 1.7798,               6.61e-05,               6.61e-05,               6.61e-05
                    285,                 2.0977,                 2.6254,                 1.5041,                0.18503,                0.16055,                0.09884,                 0.0398,                 2.4467,                 3.2387,                 1.7801,               6.28e-05,               6.28e-05,               6.28e-05
                    286,                 2.0909,                 2.6142,                 1.5023,                0.18398,                0.16134,                0.09933,                0.03978,                 2.4479,                 3.2391,                 1.7806,               5.95e-05,               5.95e-05,               5.95e-05
                    287,                 2.0905,                 2.6109,                 1.5006,                0.18519,                0.16141,                 0.0999,                0.03985,                 2.4485,                 3.2383,                 1.7806,               5.62e-05,               5.62e-05,               5.62e-05
                    288,                 2.0895,                 2.6102,                 1.4998,                0.18791,                0.16117,                0.10004,                0.03996,                 2.4486,                 3.2389,                 1.7805,               5.29e-05,               5.29e-05,               5.29e-05
                    289,                 2.0835,                 2.6052,                 1.4977,                0.18857,                0.16172,                0.10104,                0.03998,                 2.4493,                  3.239,                 1.7808,               4.96e-05,               4.96e-05,               4.96e-05
                    290,                 2.0928,                 2.6136,                 1.5018,                0.18674,                0.16065,                 0.1009,                0.03992,                 2.4497,                 3.2389,                 1.7809,               4.63e-05,               4.63e-05,               4.63e-05
                    291,                 2.0839,                 2.6052,                 1.4989,                0.18644,                0.16067,                0.10079,                0.03986,                 2.4506,                 3.2405,                 1.7814,                4.3e-05,                4.3e-05,                4.3e-05
                    292,                 2.0813,                 2.6044,                 1.5009,                0.18758,                0.16052,                0.10101,                0.03988,                 2.4514,                  3.242,                 1.7821,               3.97e-05,               3.97e-05,               3.97e-05
                    293,                 2.0842,                 2.5974,                 1.4963,                0.18529,                0.15987,                0.10145,                0.03983,                 2.4521,                 3.2418,                 1.7825,               3.64e-05,               3.64e-05,               3.64e-05
                    294,                  2.079,                 2.5937,                 1.4946,                0.18765,                 0.1591,                0.10087,                0.03962,                 2.4524,                 3.2424,                  1.783,               3.31e-05,               3.31e-05,               3.31e-05
                    295,                 2.0788,                 2.5913,                 1.4951,                0.18493,                0.15901,                0.10094,                0.03957,                 2.4536,                 3.2434,                 1.7832,               2.98e-05,               2.98e-05,               2.98e-05
                    296,                 2.0785,                 2.5933,                 1.4967,                 0.1869,                0.15748,                0.10094,                 0.0395,                 2.4547,                 3.2438,                 1.7837,               2.65e-05,               2.65e-05,               2.65e-05
                    297,                 2.0768,                 2.5842,                  1.493,                0.18258,                0.15862,                0.10066,                0.03941,                 2.4557,                  3.244,                 1.7845,               2.32e-05,               2.32e-05,               2.32e-05
                    298,                 2.0753,                 2.5851,                 1.4935,                0.18424,                0.15973,                0.10085,                0.03939,                 2.4562,                 3.2446,                 1.7849,               1.99e-05,               1.99e-05,               1.99e-05
                    299,                 2.0751,                  2.587,                 1.4928,                0.18486,                0.15997,                0.10068,                0.03933,                 2.4567,                 3.2457,                 1.7852,               1.66e-05,               1.66e-05,               1.66e-05
